,ROWID,State lgd code,District lgd code,Sub-District lgd Code,ULB_RLB_Village lgd Code,Households,Population,Male population,Female population,Population in the age group 0 to 6 years,Male Population in the age group 0 to 6 years,Female Population in the age group 0 to 6 years,Scheduled Caste population,Male Scheduled Caste population,Female Scheduled Caste population ,Scheduled Tribe population,Male Scheduled Tribe population,Female Scheduled Tribe population ,Literate population ,Male literate population,Female literate population ,Illiterate population,Male illiterate population ,Female illiterate population ,Working population,Male working population,Female Woking population,Number of main workers,Number of male main workers,Number of female main worker,Number of main workers as cultivators,Number of male main workers as cultivators,Number of female main workers as cultivators,Number of main workers as agricultural labourers,Number of male main workers as agricultural labourers,Number of female main workers as agricultural labourers,Number of main workers in the household industry,Number of male main workers in the household industry,Number of female main workers in the household industry,Number of  main workers as Other workers,Number of male main workers as Other workers,Number of female main workers as Other workers,Number of marginal workers,Number of male marginal workers,Number of female marginal workers,Number of marginal workers as cultivators,Number of male marginal workers as cultivators,Number of female marginal workers as cultivators,Number of marginal workers as agricultural labourers,Number of male marginal workers as agricultural labourers,Number of female marginal workers as agricultural labourers,Number of marginal workers in the household industry,Number of male marginal workers in the household industry,Number of female marginal workers in the household industry,Number of marginal workers as Other workers,Number of male marginal workers as Other workers,Number of female marginal workers as Other workers,Number of marginal workers  who worked for 3 to 6 months,Number of male marginal workers  who worked for  3 to 6 months,Number of female marginal workers who worked for  3 to 6 months,Total Number of marginal workers as cultivators who worked for 3 to 6 months,Number of male marginal workers as cultivators who worked for 3 to 6 months,Number of female marginal workers as cultivators who worked for 3 to 6 months,Number of marginal workers as agricultural labour who worked for 3 to 6 months,Number of male marginal workers as agricultural labour who worked for 3 to 6 months,Number of female marginal workers as agricultural labour who worked for 3 to 6 months,Number of  marginal workers in household industry who worked for 3 to 6 months,Number of male marginal workers in household industry who worked for 3 to 6 months,Number of female marginal workers in household industry who  worked for 3 to 6 months,Number of marginal workers as Other workers who worked for 3 to 6 months,Number of male marginal workers as Other workers who worked for 3 to 6 months,Number of female marginal workers as Other workers who worked for 3 to 6 months,Number of marginal workers  who worked for 0 to 3 months,Number of male marginal workers  who worked for 0 to 3 months,Number of female marginal workers  who worked for 0 to 3 months,Number of marginal workers as cultivators who worked for 0 to 3 months,Number of male marginal workers as cultivators who worked for 0 to 3 months,Number of female marginal workers as cultivators who worked for 0 to 3 months,Total nuumber of marginal workers as agricultural labour who worked for 0 to 3 months,Number of male marginal workers in agricultural labour who  worked for 0 to 3 months,Number of female marginal workers as agricultural labour who worked for 0 to 3 months,Number of marginal workers in household industry who worked for 0 to 3 months,Number of male marginal workers in household industry who  worked for 0 to 3 months,Number of female marginal workers in household industry who  worked for 0 to 3 months,Number of marginal workers as Other workers who worked for 0 to 3 months,Number of male marginal workers as Other workers who worked for 0 to 3 months,Number of female marginal workers as Other workers who worked for 0 to 3 months,Number of Non workers,Number of male Non workers,Number of female Non workers,Source Year,YearCode
Number of male marginal workers as Other workers who worked for 3 to 6 months,0.07615099529142494,0.0073316368322747525,0.011337121053764063,0.07686319341862317,0.02956893023171009,0.9019954596854411,0.915003035658846,0.9104044012882596,0.919212049081727,0.9060114635079827,0.9026528464451236,0.9091699271456536,0.8784782548377615,0.880570891424439,0.8755995055256278,0.39825056293705147,0.4103227915998153,0.3854411699650461,0.9047616910828843,0.9008959659338532,0.9081678360817715,0.9275879786514459,0.927384782103116,0.9262661910943122,0.9005100188593825,0.8970591397980793,0.8853066698806734,0.8810123933513008,0.8805225287042951,0.8505788321009962,0.27524584729884377,0.28124372856925134,0.18997338687719853,0.32030779302390555,0.37906489433046064,0.18253281333641683,0.8175630049550421,0.8345255692407751,0.6565583504992674,0.8748035171280655,0.8735908577166193,0.8478623727803248,0.9707436265829176,0.9789726013711447,0.925364632397226,0.3111384991746061,0.3720161104532222,0.22828574253772302,0.21206276420499362,0.25671260323822714,0.13429737309607842,0.8155414552348149,0.8427999235890411,0.7147271331702685,0.9963694537501719,0.9987076589442782,0.9742230868900896,0.9737829408636423,0.9813516321967719,0.932070675550538,0.3700766432554006,0.42637041722255176,0.267874603835678,0.2135824205134413,0.25444671330286583,0.13467639944068,0.8090014073826838,0.8298643592381296,0.7082162647072783,0.9958385483246837,1.0,0.9736802257565601,0.8163074584272882,0.8668629841511228,0.6354384723123464,0.04134758011435025,0.0541239559568228,0.02809392213829682,0.11811909039564847,0.15361952119807953,0.06801488372525487,0.7054956292921101,0.7765435603158931,0.5704139205871289,0.9245257241481298,0.9251962726441473,0.8403305022165074,0.9191945805383954,0.9211205190689549,0.9172327141216134,,
Number of female marginal workers as Other workers who worked for 3 to 6 months,0.06846548374454915,0.011485132752718286,0.006857756021901533,0.07564511204371262,0.024058857224877647,0.9086389914377154,0.909648961052752,0.90364752174286,0.9154288589817824,0.8914555283846715,0.8867697362222251,0.8961002486166696,0.8600858562597156,0.8600410687673092,0.8594866519787516,0.39822881429525453,0.41000902663261346,0.385714024135316,0.9044124645161845,0.8982894722248044,0.9105528665669415,0.9047507534093525,0.9031567839894682,0.9046196620706027,0.9082377847386978,0.89907295408949,0.9132418033445637,0.8908897952756006,0.8855209120440156,0.879529775720174,0.27234840829604573,0.27400147650974,0.19686355020984628,0.30812404273071325,0.35934741071986226,0.1836249625723595,0.7971513446635263,0.807251409838202,0.6533763831214459,0.8864273389041561,0.880415245708782,0.8787551690131676,0.9576138757267688,0.9437227363706496,0.9449749537296601,0.31696304010248816,0.3670845127858559,0.24042222582766476,0.1917774377440628,0.22337040142740902,0.13012276523499983,0.7930324259354561,0.7993181234627128,0.7104257124382929,0.9865955042779403,0.9675301235257548,0.9983275875704741,0.9649664348741968,0.9505935877281477,0.9548199428978673,0.3779418032061741,0.4216066599632924,0.28285422843101254,0.1948227250562446,0.22229531457604132,0.1326229832856988,0.7866145364456621,0.7849669411362693,0.7054812896740675,0.9903996469205776,0.9736802257565601,1.0,0.7778317775730688,0.8079181653314953,0.6309669654616756,0.039934180230565886,0.05122321132437345,0.027820633015754034,0.10149357363478105,0.13055742560787165,0.05965394326732299,0.6862200244620693,0.7440227290799255,0.5622553723896151,0.8835825605942608,0.8643192902675629,0.8422512372826906,0.9056956000762356,0.9026313397625746,0.9066222287033592,,
Number of marginal workers  who worked for 0 to 3 months,0.20497489107350117,-0.028005522505835708,0.00751263182229463,0.07704819331299596,0.015958419872732967,0.7725840542762933,0.7882109175165585,0.7852186446645067,0.7907551722952604,0.7861714505791199,0.7832627966553503,0.7889057811776268,0.7534980284955889,0.7551521729651646,0.7511780603357533,0.4007301100116331,0.41092872739859193,0.3898067694005295,0.7768557321469337,0.7756162447028185,0.7772615875057309,0.8079698070159335,0.8058222156302544,0.8084535887397237,0.7741246446692361,0.7708620990148474,0.7621140900091572,0.7525871321667401,0.753943122429022,0.7195209801063424,0.3180414478870447,0.3404419610905563,0.18739048371258943,0.3362523931065065,0.40111395483938095,0.18679743912720392,0.7080926949407231,0.713189672196328,0.5883295921412217,0.7425443485689491,0.7435384367974848,0.7113738987061647,0.8787408438359949,0.8748209326947644,0.8542579884343058,0.4917069678210688,0.5527891804856635,0.3839883687850754,0.4540953970674453,0.4781297790124646,0.35822195173534604,0.7408632895294522,0.7345807906023356,0.6729629947724736,0.8228743510435532,0.8301980399661646,0.7960942392578632,0.8400577536980054,0.8462029764608953,0.8046213139685265,0.4594359008623882,0.5217570989416634,0.33763769571926544,0.37187004793093725,0.41069726294249914,0.26671983193448284,0.7104494688415117,0.707990740170169,0.6379183405811053,0.8061165880087073,0.8163074584272882,0.7778317775730688,1.0,0.9608936827661354,0.9207685887341984,0.3580315289196626,0.3551762517998006,0.3174832647816126,0.5254111262307887,0.5053865953538733,0.45235904958122225,0.7231642802481298,0.7322904885084488,0.6265487986962031,0.8836745626789542,0.8668402542752561,0.8375591943686994,0.7928222705940285,0.7982860746060031,0.7889385582679348,,
Number of male marginal workers  who worked for 0 to 3 months,0.17022917978081223,-0.026498812886264433,0.00962510677395623,0.07749619925997091,0.018222323726698682,0.792298034195407,0.8131869071434038,0.810857651571246,0.8149660645999709,0.8081631635742366,0.8056786700132459,0.810411407213501,0.7796971946474331,0.783009027436283,0.7756003420939973,0.3814545105802166,0.3918329402945567,0.37038035912566053,0.8011430271166178,0.8002329235380017,0.8011157249350361,0.8347297909118903,0.8351473496195423,0.833042126486131,0.7926598930028645,0.7929524892725189,0.7673624273317148,0.7711437028426132,0.7744238135352088,0.729730282512662,0.2920302647123528,0.3107662546624534,0.17586941286913726,0.3222789710126111,0.3896186593875171,0.17118943693103644,0.7382594658295174,0.7527870594862867,0.594492164009743,0.7620485434476438,0.7646304215670264,0.7236514598924808,0.8948070876605031,0.9138306923768368,0.836281303867003,0.41007743471922803,0.49673518116016635,0.2966336921258069,0.37943665637299706,0.44175910878223623,0.257633931007907,0.7561090269289628,0.7814415322128992,0.6625953827034936,0.8652865440934323,0.8832296613399206,0.8210014466507756,0.8645254284527569,0.8845542088966725,0.8085158969281947,0.40908783867651166,0.4817277138835423,0.2891185198340844,0.3184326575045963,0.3754883608812162,0.2046495093438978,0.7323629200931174,0.7556985090271987,0.637704822660062,0.8488090381963643,0.8668629841511228,0.8079181653314953,0.9608936827661354,1.0,0.7767326292426462,0.23809278348904356,0.28751242362238977,0.17756768064065928,0.4144741924960804,0.4807056713199355,0.28778040176249103,0.7135268590892775,0.769795743986408,0.5871480436994733,0.9207991384136363,0.9325904535408696,0.8150724502669084,0.8216895973005364,0.8284903882085588,0.8170085900127698,,
Number of female marginal workers  who worked for 0 to 3 months,0.2263903418282311,-0.02636633209801824,0.0035275536329133,0.06606774366954338,0.010625554573147785,0.6410363206502443,0.64715125497608,0.6436268827099909,0.6504315940077781,0.6495898518600127,0.6464743576862376,0.6526416777376014,0.6153779366149533,0.6144746138604221,0.6158727890593121,0.37405758740426326,0.3826329876572971,0.36481395467137145,0.6382915309969059,0.6367545133590873,0.6392530840050508,0.6617428654075085,0.6562700739981201,0.6652207017650451,0.6440305198626588,0.636197881021992,0.6523512686351419,0.6253559454574239,0.6238191795660523,0.6084905901306197,0.311964679779309,0.33651871495826746,0.17845007063312185,0.3107712158658837,0.3634293243615123,0.18369417386227138,0.5704821820410212,0.5616090836270313,0.5006220343430392,0.6153271641669892,0.6139509155053213,0.5985241747413574,0.7380726169461855,0.7023574263411925,0.7648365387278939,0.5406556605856011,0.5575034646394064,0.4554714403428581,0.498276031600838,0.46514350774841823,0.4518085880732717,0.6198710363782671,0.5698945970565529,0.5971742462650618,0.6525952500236895,0.6439750196714381,0.6540725653089118,0.6927499775159154,0.6785112143648261,0.6910559183899466,0.46865137392723155,0.5080649257558132,0.36063697397230554,0.39719970896080253,0.40513205921486317,0.3183352439380789,0.5841493001804597,0.5456829384592105,0.5525322437941698,0.6376936204904784,0.6354384723123464,0.6309669654616756,0.9207685887341984,0.7767326292426462,1.0,0.4789041901451469,0.4027898455352651,0.47194496546073983,0.6111195589564526,0.47227111745014844,0.6234481108729166,0.6396037005787494,0.5810915303394788,0.5978951388724713,0.7126775770830633,0.657777982997423,0.7567343439698985,0.6456612549123972,0.6485076580876912,0.6434224071231543,,
Number of marginal workers as cultivators who worked for 0 to 3 months,0.10667099516204326,-0.1204753574142749,-0.0030821998401106025,0.005921134430742714,-0.04172755085225541,0.035726785468029064,0.04014909296395291,0.039813905050545814,0.04048265555313267,0.0480559163567595,0.04795822895783999,0.04813390746019852,0.041173647204790435,0.041555664011945485,0.040737743472718954,0.06877048035830761,0.0698044074512039,0.06761844115590082,0.03535933273656252,0.03634910556162764,0.03411077114658567,0.05598242740278954,0.05351903038380321,0.05793649787384666,0.04212429284370811,0.037629051803862175,0.05691894396505851,0.03174458016736718,0.03194569421826482,0.02977650320032341,0.17341569854499075,0.17319431659587164,0.12799641079339533,0.019539595344463267,0.03258604009636018,-0.0032138005512400655,0.028971364834602803,0.030931304975216706,0.02047820645631664,0.02694567507842443,0.0272303261260979,0.02479458853789275,0.13310144272778618,0.1029019313533709,0.17260865305018505,0.6900403093029887,0.5990169193363298,0.6556978888449447,0.1576608646362424,0.14160197461826793,0.14846103657049498,0.06338010559015955,0.05804003236836565,0.06123496797126266,0.044311995039266944,0.04339274441674529,0.04493803306614963,0.0944571547968991,0.07889183410855005,0.11365203569469788,0.43155565645201616,0.3602547459372025,0.4043630213707557,0.11551653425209059,0.11095084816830313,0.09943445840667767,0.05440744810792697,0.0517760575439824,0.05073121811495893,0.04104550400382588,0.04134758011435025,0.039934180230565886,0.3580315289196626,0.23809278348904356,0.4789041901451469,1.0,0.8890099008716511,0.9541146889726743,0.2257606213074279,0.18672228551681633,0.2199963437078653,0.08328274453264332,0.07293384684251109,0.07964540720140388,0.06498920477621997,0.05392450001050691,0.08091870846742077,0.03870160972479882,0.04243424980834493,0.03651452180907926,,
Number of male marginal workers as cultivators who worked for 0 to 3 months,0.1154456685328213,-0.11103351080974447,-0.002450965335909549,0.0031314132509010764,-0.040926490435614325,0.04460113381370908,0.049777747066336156,0.04941738381583514,0.05012969263069767,0.057842436186200455,0.057692196058553025,0.05797265455797219,0.05126384751123288,0.05179033427744612,0.0506672158648594,0.07300541271451928,0.07418086536280187,0.07170389413717455,0.0446434538247365,0.04556668494247194,0.043462390961470816,0.06657708002147227,0.06451583456102801,0.06818043980466021,0.05007815108405163,0.046556977349522445,0.06114437364504987,0.039525546561788076,0.03986180849996007,0.03673305906891234,0.1668483855121424,0.16347743671997797,0.12970593622599258,0.02772042542425426,0.04345577326888195,-0.00035367973044317337,0.04022639800199654,0.04241996652426779,0.029516528692796223,0.03457127900996648,0.035041869145249635,0.03137902826835689,0.14168191632957658,0.12314476355096327,0.1638706283618516,0.6221670033192311,0.6303820685482854,0.5315251436490465,0.17165639852895787,0.17445415879181225,0.1416206410763466,0.08071630849881535,0.0779678329266367,0.07489316139543649,0.05712526414542148,0.05690344204652579,0.05641582563963816,0.10466287794304177,0.09398519674358857,0.1165645508950135,0.39451853788911306,0.35289667917939743,0.35383436162265447,0.12514133713017989,0.13257640301479898,0.0953719472625704,0.070278972604861,0.06958487906236922,0.0634507036761903,0.05330844580086971,0.0541239559568228,0.05122321132437345,0.3551762517998006,0.28751242362238977,0.4027898455352651,0.8890099008716511,1.0,0.7111067829665264,0.24780826525642446,0.24431810476073068,0.20834006549413847,0.10273614550215897,0.09786047796617667,0.09306538702815643,0.08087952235990774,0.07135149486367534,0.09236318064149353,0.049325475500894014,0.05286939334352552,0.047237307182707744,,
Number of female marginal workers as cultivators who worked for 0 to 3 months,0.08829552325872012,-0.11237741650190979,-0.0031298593126190257,0.0070440378262297525,-0.03730800797234625,0.025690793753244703,0.029095909074783936,0.028816894134884398,0.029377933188165083,0.03596278366051521,0.035911036651281265,0.035997380606345206,0.029697252012527143,0.02993953392081294,0.029418099177622004,0.0578538496954046,0.058672736494816635,0.05693604486426611,0.025098896773296252,0.02601492831995023,0.023954108959604283,0.042421763469388606,0.0399872098316778,0.04437368939774264,0.03193236285653093,0.027332663726265756,0.047412563060173656,0.022895385324385998,0.02298429206176101,0.021699597052292414,0.15716615133784284,0.15903069378137955,0.1117148854529189,0.011874812698208328,0.021617222009930635,-0.0047034768044697545,0.01817880077928929,0.01975376535811346,0.012141460397011932,0.018766601155929034,0.018895932852190017,0.017551232909483315,0.11172179101911281,0.0774732332437354,0.15787427873297832,0.6526787487598791,0.507540580025262,0.6592225316297602,0.12983044708795416,0.1033424959061132,0.1353464197630867,0.04453432992919849,0.03813208107649873,0.04504860291358385,0.030683020067598713,0.02941657994131897,0.03210824335699098,0.07659278749876576,0.059675137804467364,0.09828315912420164,0.4046507203983989,0.3223877544020276,0.3895025173242282,0.09553719084655798,0.08366435754400701,0.09031132222495576,0.03758249522846718,0.03399592295027651,0.0364030974233218,0.028163399016700983,0.02809392213829682,0.027820633015754034,0.3174832647816126,0.17756768064065928,0.47194496546073983,0.9541146889726743,0.7111067829665264,1.0,0.1845967429963003,0.12693606371103355,0.20155644166549352,0.06069456291282866,0.04799239954863445,0.0614337651764381,0.04689835563545589,0.03613954256079589,0.06384812745265257,0.027169076414444875,0.030582932920153967,0.02517640014900858,,
Total nuumber of marginal workers as agricultural labour who worked for 0 to 3 months,0.26254960844032943,-0.016904281044325845,-0.0031776550980869367,0.0037409863370168207,-0.00022515097562382812,0.09223291069039613,0.10137129162170704,0.10012601152156964,0.10265873581713239,0.11959808032442588,0.11873540637946385,0.12048165468253468,0.12276362078740542,0.12361071966869261,0.12177337416304418,0.10374258806384967,0.1044032935597732,0.10291156308996068,0.08870608119969785,0.09013529394033835,0.08685010310208703,0.14336113657377828,0.14002256825407625,0.14590099135812742,0.09563389739865344,0.09160652074122416,0.1071175194757903,0.07700040936894079,0.07841950421318625,0.06851668859217393,0.15598783941280708,0.1944817981334759,0.03479533282504642,0.21073703243433423,0.2503264420354686,0.11867886635046064,0.09121959132145968,0.09383376097698772,0.0717751528781615,0.06585385058925561,0.06709647789090592,0.05835243728170876,0.2565019484014145,0.24246908218058652,0.2681690636435242,0.2548949471976077,0.3359018527673531,0.1664400851084003,0.6679365337625254,0.6448753735364531,0.5845711482467393,0.17297410835145285,0.1759213913922249,0.15375370342370207,0.1168263580945049,0.12148140690476006,0.10733247929286227,0.20814789662962732,0.21008328041558347,0.19877902024406927,0.22095726306006483,0.30402999653239837,0.12671275036548954,0.4757264334128722,0.4942133235241276,0.37230862293555284,0.15747318465733431,0.16551650417405148,0.13479349362681506,0.1122228049433877,0.11811909039564847,0.10149357363478105,0.5254111262307887,0.4144741924960804,0.6111195589564526,0.2257606213074279,0.24780826525642446,0.1845967429963003,1.0,0.8887675520593463,0.9225281434169846,0.1970802656456845,0.1899910243151067,0.17704145801927476,0.141833183175098,0.13552897967058436,0.1415141563419909,0.10441712358813214,0.11078059553308398,0.10065291304076669,,
Number of male marginal workers in agricultural labour who  worked for 0 to 3 months,0.2543545777948906,-0.04341225641536402,-0.0029962944210486283,0.005336932504959769,-0.008486352673202314,0.11014613221485872,0.12238224502340353,0.1212723213022793,0.12349744340631363,0.14067849482235184,0.13998770434654062,0.14135731200658108,0.14267461422324562,0.14431736429805078,0.14082598931832527,0.08610113321812365,0.0871147771482567,0.08494206640295829,0.108988849160409,0.11035939473057106,0.1071753260901997,0.16639682972987857,0.1645450479474841,0.1676660014505718,0.11190992499795611,0.11048861684940413,0.11357141824213268,0.0934875699184061,0.09585264079156895,0.08062929954249147,0.13859069147389716,0.17604850854295667,0.02415210417966567,0.1911083046287704,0.23906570990845202,0.08934326152421,0.118553223987214,0.12342588237326194,0.09025595040352176,0.0832642906027868,0.08506115274864405,0.07285352297832964,0.2688277672622065,0.2767185033203728,0.2480692923714637,0.2214232190509857,0.3229281894267135,0.1240036767390097,0.5826862091798155,0.651727392135256,0.4219577905924029,0.21030392616302412,0.2216630490387865,0.18100379340488687,0.1500169539227469,0.1576986713130326,0.13514285499250742,0.2253356163442557,0.2384894644715408,0.19942488864893848,0.19596663786978497,0.28981291370313783,0.09883356558632676,0.40986353055736297,0.47012008431098823,0.27655551661394656,0.19355238416699888,0.20874944388156166,0.1615932819926173,0.1453753982058053,0.15361952119807953,0.13055742560787165,0.5053865953538733,0.4807056713199355,0.47227111745014844,0.18672228551681633,0.24431810476073068,0.12693606371103355,0.8887675520593463,1.0,0.6430189833810647,0.23257081765520302,0.23867877305969934,0.19941460798525776,0.1727801191410419,0.17406888423096753,0.15475772188252399,0.12827471797739012,0.13480187438373917,0.12439406083173805,,
Number of female marginal workers as agricultural labour who worked for 0 to 3 months,0.2245201774484007,0.008307774524194659,-0.002786572936042061,0.0017570404260512462,0.0067691701043428205,0.0613666776121853,0.06633299091220224,0.06518684494498828,0.0675451458069907,0.08138218633255749,0.08052241682411163,0.08228695871579869,0.08499064784513413,0.08502285986204203,0.08489259976942609,0.10084316411381679,0.10109363643846324,0.10043055618138581,0.05644826844700006,0.05768230007609038,0.05487415317914082,0.09943241427468433,0.09541331842282169,0.10260752313792441,0.0655641508039805,0.06003170438381491,0.08335267282947202,0.049941598151149846,0.050321350825891564,0.04659297336195113,0.14394210409931785,0.1767210943155565,0.037802305694370715,0.19120114661752133,0.2169700018332441,0.12306970728275436,0.052594939068015524,0.05286014276212564,0.04393191925330268,0.03992513858297818,0.04048846162164661,0.036157051714924504,0.2022292327523166,0.17213847774115001,0.2392015776793184,0.23945799066485657,0.28934334932376843,0.17368831314353955,0.6254134240211403,0.5287500582255176,0.6214525240734602,0.11194237646690425,0.10730267150650731,0.1044980746364447,0.06888821553064482,0.07019825306142258,0.06554905622899175,0.15805626014869917,0.1502146897497753,0.16421861576432545,0.2041870393273512,0.2639725882639804,0.12850249035422584,0.44977191404544875,0.4299258380500769,0.38921879806015086,0.1001470893824976,0.10079064648135046,0.08916162802705989,0.06510445530404439,0.06801488372525487,0.05965394326732299,0.45235904958122225,0.28778040176249103,0.6234481108729166,0.2199963437078653,0.20834006549413847,0.20155644166549352,0.9225281434169846,0.6430189833810647,1.0,0.1334719333508468,0.1164840420039811,0.1279069502767986,0.09150480393475663,0.07988627361270167,0.10614630863496002,0.06646077333300913,0.07159745949696683,0.06343876949347714,,
Number of marginal workers in household industry who worked for 0 to 3 months,0.13051167654467072,-0.012136362333359439,0.004963255316611423,0.06362818654729663,0.01586106557913679,0.6477774167630345,0.6677647695146308,0.6659454161927999,0.6691215718298903,0.6669443814554318,0.6649067345973173,0.668785626977578,0.6181701802190868,0.6208486480237504,0.6148661570526698,0.28168263582105785,0.2906035187873921,0.2722370164316171,0.6542496730819466,0.65424042182439,0.6533384568144434,0.698217702893056,0.6985594912113222,0.6968122486482105,0.6548641578293779,0.6529373169317924,0.6417232706369608,0.6375647905699338,0.639409001474014,0.6067818004392235,0.2376720532540927,0.25487092570677,0.1390837239236,0.2776855102408346,0.3367207347981178,0.1459655350704564,0.7105478578374043,0.7016065764082655,0.6192060287863025,0.6260026886249979,0.628328068369626,0.5936216617168336,0.7348410667799842,0.7310482702237021,0.7151188958063766,0.26928219222466315,0.3351615733172902,0.18885595714156306,0.25351754468575116,0.3040873815408636,0.16332220398281405,0.8735331656116624,0.7981539282964194,0.8453257387824672,0.70790531682264,0.7091338756208744,0.6928518941188201,0.7204401104349588,0.7218982024379635,0.6954851075530908,0.29993941128531726,0.3621686888203081,0.20595355457872747,0.2378070658421243,0.2868155241985387,0.14645174491048107,0.7938455909203267,0.7450698673080293,0.7481884484211215,0.702276996166376,0.7054956292921101,0.6862200244620693,0.7231642802481298,0.7135268590892775,0.6396037005787494,0.08328274453264332,0.10273614550215897,0.06069456291282866,0.1970802656456845,0.23257081765520302,0.1334719333508468,1.0,0.8832694194814502,0.9513774372239796,0.695517384755562,0.6866958810508006,0.6505142094526392,0.6722755427625666,0.6781463352757602,0.6682689931700638,,
Number of male marginal workers in household industry who  worked for 0 to 3 months,0.11055925719617782,-0.016879580465562736,0.005618722675905582,0.060624899009375774,0.01498608912607447,0.6601610584271219,0.682710798967095,0.6798234161373784,0.6852444118677321,0.6809470947225171,0.6778882650153275,0.6839158156367448,0.6580774753620041,0.6620031793718368,0.6534213491567649,0.2732574164216334,0.2817059837021453,0.2643016035679452,0.6669183951474551,0.6656884081788602,0.6674677441391865,0.7207980194577863,0.7224111712349537,0.7183013625110197,0.6672377545121971,0.6631928931011623,0.6612963175937552,0.6455417326548832,0.644973474087025,0.6240761120196969,0.2403565444086869,0.25272630111188205,0.15108460800895304,0.2814851344355165,0.3410716689993372,0.1483517477791154,0.7334568482826027,0.7525003557262311,0.5811662646461684,0.6333064771898224,0.6323958300045284,0.6139370592672098,0.7864211932442204,0.7980338259661987,0.7424387405338682,0.2761860968969671,0.3459301868817874,0.19225978205043087,0.2512987374310142,0.3074833686978159,0.15591393473720597,0.8412468994090674,0.8937089350519707,0.7186838835663719,0.7714802570993144,0.7787478300325107,0.7457409506465381,0.7776174603400933,0.7895492657436473,0.7359127451655396,0.3129786275215031,0.37713212776085675,0.21543158188237574,0.23740861347469167,0.28900654838257034,0.14354206336380707,0.7882335847392665,0.8312358690056895,0.6726025168383897,0.7684807769799964,0.7765435603158931,0.7440227290799255,0.7322904885084488,0.769795743986408,0.5810915303394788,0.07293384684251109,0.09786047796617667,0.04799239954863445,0.1899910243151067,0.23867877305969934,0.1164840420039811,0.8832694194814502,1.0,0.695899014646471,0.7349067302349146,0.7424075010197174,0.6542799224270437,0.6887493524107742,0.6967820540023631,0.6834815693927352,,
Number of female marginal workers in household industry who  worked for 0 to 3 months,0.12726522966576567,-0.00749943215428847,0.003910690633102653,0.05762797163948184,0.014448338727096468,0.558468668432638,0.5742680065893693,0.5733782929265574,0.5746816664694568,0.574170145541747,0.5730587162322253,0.575039954331928,0.514489495999583,0.5160129360948539,0.5124877826891043,0.25191997214068307,0.26003327100716267,0.24333620086111427,0.5639425973544157,0.5647364837570239,0.5621860282690145,0.5958894298400665,0.5953531496300788,0.5953769733909307,0.5646739673648116,0.5643800408241378,0.5484499945147789,0.5524308282660003,0.5556288441877281,0.5193840939707479,0.2061256963307175,0.22434192483618137,0.11377096861935045,0.24039245557608044,0.2916677708416457,0.12610690310013398,0.6064585633184424,0.5802527409716213,0.5666038880178637,0.542759813301681,0.546919749579717,0.5058883133957338,0.6088717041573347,0.5954333844929258,0.6075590346222731,0.23100276157448368,0.28608780940591233,0.1629541818055301,0.22320687160765107,0.2637510763624639,0.1477232171927638,0.785281390806952,0.6353609389278488,0.8225967891114122,0.577431129132933,0.5745383271451503,0.5712842865271548,0.5925981657324609,0.5869927000697653,0.5817742243911102,0.25378764312067364,0.30695481072099745,0.17391874781824965,0.20826917075641999,0.2494351761101611,0.13001139325429306,0.6980554802796641,0.5950970854314621,0.7040899365796065,0.5707810433926374,0.5704139205871289,0.5622553723896151,0.6265487986962031,0.5871480436994733,0.5978951388724713,0.07964540720140388,0.09306538702815643,0.0614337651764381,0.17704145801927476,0.19941460798525776,0.1279069502767986,0.9513774372239796,0.695899014646471,1.0,0.5824845766035655,0.5640453648346422,0.5665241745490125,0.5772098384041588,0.5809246658152577,0.5745339344441611,,
Number of marginal workers as Other workers who worked for 0 to 3 months,0.10076607879105508,0.00835025260030794,0.011846447985856616,0.0906784704314677,0.03180674951944939,0.8887913180145602,0.9009972018957264,0.8979147222469873,0.9035283634169442,0.8873182874691975,0.8841350554119284,0.8902935232605088,0.8517487879132832,0.8530254697520276,0.8497550657556436,0.42878554148516557,0.4405468999817532,0.4162413041100487,0.8952840610565606,0.8926133079026366,0.8972563440100503,0.897999043084067,0.897330830898671,0.8971106469332715,0.8861082954799544,0.885254239531755,0.8620544499557815,0.8716537949317956,0.872452405755409,0.8364313251618277,0.26691927740551136,0.27637455053121196,0.17667117986256045,0.3055296305894694,0.3611986863958291,0.17468314979981936,0.7921434938148084,0.7988449335104123,0.6561140504977536,0.8666771917309077,0.8669550139911342,0.8339167803586303,0.9113961504276649,0.922501864423558,0.8638579124680505,0.2954325272286061,0.35665730773280835,0.21450138140759775,0.21241644148922653,0.2522382520858587,0.13936029398484173,0.7592926634611491,0.7641040140529383,0.6811211702862802,0.9327992836819977,0.9406733789629004,0.903115448287177,0.8956364761530785,0.9075869892634623,0.8501576585961622,0.34037099718614333,0.39697128965836126,0.24313151766578345,0.2065611003219219,0.2437162203330528,0.1326083787466234,0.7416974924296689,0.7438505352015151,0.6623473765266294,0.914036773575711,0.9245257241481298,0.8835825605942608,0.8836745626789542,0.9207991384136363,0.7126775770830633,0.06498920477621997,0.08087952235990774,0.04689835563545589,0.141833183175098,0.1727801191410419,0.09150480393475663,0.695517384755562,0.7349067302349146,0.5824845766035655,1.0,0.9848608313072507,0.9401239640081278,0.9055105385053471,0.9078096576152744,0.9033462803713179,,
